arm,fam,src,n,order,rep,round,investor,trustee,sent,sent_comm,received,received_comm,returned,returned_comm,ret_ratio,ret_ratio_seen,loss_seen,investor_payoff_comm
Gemini 3.1 Pro,gemini,frontier,8,game,2,4,Agent_1,Agent_7,5.0,4.74,15.0,14.22,7.11,6.89,0.47400000000000003,0.4593333333333333,False,6.89
Gemini 3.1 Pro,gemini,frontier,8,game,2,4,Agent_2,Agent_5,5.0,4.21,15.0,12.629999999999999,6.31,6.22,0.42066666666666663,0.41466666666666663,False,6.22
Gemini 3.1 Pro,gemini,frontier,8,game,2,5,Agent_8,Agent_1,5.0,4.12,15.0,12.36,6.18,6.08,0.412,0.4053333333333333,False,6.08
Gemini 3.1 Pro,gemini,frontier,8,game,2,5,Agent_6,Agent_5,5.0,4.08,15.0,12.24,6.12,5.62,0.40800000000000003,0.37466666666666665,False,5.62
Gemini 3.1 Pro,gemini,frontier,8,game,2,5,Agent_3,Agent_4,5.0,4.72,15.0,14.16,7.08,6.39,0.47200000000000003,0.426,False,6.39
Gemini 3.1 Pro,gemini,frontier,8,game,2,5,Agent_2,Agent_7,5.0,4.6,15.0,13.799999999999999,6.9,6.49,0.46,0.4326666666666667,False,6.49
Gemini 3.1 Pro,gemini,frontier,8,game,2,6,Agent_5,Agent_3,5.0,4.17,15.0,12.51,6.26,5.45,0.41733333333333333,0.36333333333333334,False,5.45
Gemini 3.1 Pro,gemini,frontier,8,game,2,6,Agent_1,Agent_2,5.0,4.78,15.0,14.34,7.17,6.54,0.478,0.436,False,6.54
Gemini 3.1 Pro,gemini,frontier,8,game,2,6,Agent_4,Agent_8,5.0,4.94,15.0,14.82,7.41,6.77,0.494,0.4513333333333333,False,6.77
Gemini 3.1 Pro,gemini,frontier,8,game,2,6,Agent_7,Agent_6,5.0,4.42,15.0,13.26,6.63,6.52,0.442,0.43466666666666665,False,6.52
Gemini 3.1 Pro,gemini,frontier,8,game,2,7,Agent_3,Agent_7,5.0,4.49,15.0,13.47,6.74,5.77,0.44933333333333336,0.38466666666666666,False,5.77
Gemini 3.1 Pro,gemini,frontier,8,game,2,7,Agent_5,Agent_2,5.0,4.59,15.0,13.77,6.89,5.97,0.4593333333333333,0.39799999999999996,False,5.97
Gemini 3.1 Pro,gemini,frontier,8,game,2,7,Agent_6,Agent_8,5.0,4.67,15.0,14.01,7.01,6.52,0.4673333333333333,0.43466666666666665,False,6.52
Gemini 3.1 Pro,gemini,frontier,8,game,2,7,Agent_1,Agent_4,5.0,4.37,15.0,13.11,6.56,6.23,0.4373333333333333,0.4153333333333334,False,6.23
Gemini 3.1 Pro,gemini,frontier,8,game,2,8,Agent_7,Agent_3,5.0,4.49,15.0,13.47,6.74,6.05,0.44933333333333336,0.4033333333333333,False,6.05
Gemini 3.1 Pro,gemini,frontier,8,game,2,8,Agent_4,Agent_6,5.0,4.61,15.0,13.830000000000002,6.92,6.85,0.4613333333333333,0.45666666666666667,False,6.85
Gemini 3.1 Pro,gemini,frontier,8,game,2,8,Agent_2,Agent_1,5.0,4.97,15.0,14.91,7.46,7.46,0.49733333333333335,0.49733333333333335,False,7.46
Gemini 3.1 Pro,gemini,frontier,8,game,2,8,Agent_8,Agent_5,5.0,4.46,15.0,13.379999999999999,6.69,6.33,0.446,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,8,game,2,9,Agent_7,Agent_2,5.0,4.37,15.0,13.11,6.56,6.38,0.4373333333333333,0.42533333333333334,False,6.38
Gemini 3.1 Pro,gemini,frontier,8,game,2,9,Agent_6,Agent_8,5.0,4.9,15.0,14.700000000000001,7.35,7.23,0.49,0.48200000000000004,False,7.23
Gemini 3.1 Pro,gemini,frontier,8,game,2,9,Agent_3,Agent_1,5.0,4.28,15.0,12.84,6.42,5.85,0.428,0.38999999999999996,False,5.85
Gemini 3.1 Pro,gemini,frontier,8,game,2,9,Agent_5,Agent_4,5.0,4.85,15.0,14.549999999999999,7.28,6.78,0.48533333333333334,0.452,False,6.78
Gemini 3.1 Pro,gemini,frontier,8,game,2,10,Agent_2,Agent_6,5.0,4.42,15.0,13.26,6.63,6.11,0.442,0.4073333333333334,False,6.11
Gemini 3.1 Pro,gemini,frontier,8,game,2,10,Agent_4,Agent_3,5.0,4.42,15.0,13.26,6.63,6.28,0.442,0.4186666666666667,False,6.28
Gemini 3.1 Pro,gemini,frontier,8,game,2,10,Agent_8,Agent_7,5.0,4.9,15.0,14.700000000000001,7.35,6.87,0.49,0.458,False,6.87
Gemini 3.1 Pro,gemini,frontier,8,game,2,10,Agent_1,Agent_5,5.0,4.16,15.0,12.48,6.24,5.46,0.41600000000000004,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game,3,1,Agent_6,Agent_8,5.0,4.01,15.0,12.03,6.0,5.87,0.4,0.39133333333333337,False,5.87
Gemini 3.1 Pro,gemini,frontier,8,game,3,1,Agent_2,Agent_4,5.0,4.0,15.0,12.0,6.0,5.02,0.4,0.3346666666666666,False,5.02
Gemini 3.1 Pro,gemini,frontier,8,game,3,1,Agent_5,Agent_1,5.0,4.41,15.0,13.23,6.5,5.95,0.43333333333333335,0.39666666666666667,False,5.95
Gemini 3.1 Pro,gemini,frontier,8,game,3,1,Agent_3,Agent_7,2.0,1.03,6.0,3.09,1.03,0.33,0.17166666666666666,0.055,True,3.33
Gemini 3.1 Pro,gemini,frontier,8,game,3,2,Agent_4,Agent_3,2.5,2.18,7.5,6.540000000000001,3.27,3.09,0.436,0.412,False,5.59
Gemini 3.1 Pro,gemini,frontier,8,game,3,2,Agent_1,Agent_6,5.0,4.9,15.0,14.700000000000001,7.35,6.96,0.49,0.464,False,6.96
Gemini 3.1 Pro,gemini,frontier,8,game,3,2,Agent_8,Agent_5,5.0,4.8,15.0,14.399999999999999,7.2,6.68,0.48000000000000004,0.4453333333333333,False,6.68
Gemini 3.1 Pro,gemini,frontier,8,game,3,2,Agent_7,Agent_2,5.0,4.44,15.0,13.32,6.38,5.73,0.42533333333333334,0.382,False,5.73
Gemini 3.1 Pro,gemini,frontier,8,game,3,3,Agent_3,Agent_5,5.0,4.53,15.0,13.59,6.8,6.02,0.4533333333333333,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,8,game,3,3,Agent_6,Agent_2,5.0,4.73,15.0,14.190000000000001,7.1,6.52,0.47333333333333333,0.43466666666666665,False,6.52
Gemini 3.1 Pro,gemini,frontier,8,game,3,3,Agent_8,Agent_7,5.0,4.87,15.0,14.61,7.31,6.67,0.4873333333333333,0.44466666666666665,False,6.67
Gemini 3.1 Pro,gemini,frontier,8,game,3,3,Agent_1,Agent_4,5.0,4.65,15.0,13.950000000000001,7.0,6.14,0.4666666666666667,0.4093333333333333,False,6.14
Gemini 3.1 Pro,gemini,frontier,8,game,3,4,Agent_7,Agent_1,5.0,4.18,15.0,12.54,6.27,6.17,0.418,0.41133333333333333,False,6.17
Gemini 3.1 Pro,gemini,frontier,8,game,3,4,Agent_2,Agent_8,5.0,4.36,15.0,13.080000000000002,6.54,5.69,0.436,0.37933333333333336,False,5.69
Gemini 3.1 Pro,gemini,frontier,8,game,3,4,Agent_4,Agent_6,5.0,4.18,15.0,12.54,6.27,5.72,0.418,0.3813333333333333,False,5.72
Gemini 3.1 Pro,gemini,frontier,8,game,3,4,Agent_5,Agent_3,5.0,4.64,15.0,13.919999999999998,6.96,6.83,0.464,0.4553333333333333,False,6.83
Gemini 3.1 Pro,gemini,frontier,8,game,3,5,Agent_2,Agent_4,5.0,4.38,15.0,13.14,6.57,5.61,0.438,0.374,False,5.61
Gemini 3.1 Pro,gemini,frontier,8,game,3,5,Agent_5,Agent_7,5.0,4.97,15.0,14.91,7.46,6.75,0.49733333333333335,0.45,False,6.75
Gemini 3.1 Pro,gemini,frontier,8,game,3,5,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,6.78,6.63,0.452,0.442,False,6.63
Gemini 3.1 Pro,gemini,frontier,8,game,3,5,Agent_3,Agent_1,5.0,4.07,15.0,12.21,6.11,5.77,0.4073333333333334,0.38466666666666666,False,5.77
Gemini 3.1 Pro,gemini,frontier,8,game,3,6,Agent_7,Agent_5,5.0,4.93,15.0,14.79,7.4,6.78,0.49333333333333335,0.452,False,6.78
Gemini 3.1 Pro,gemini,frontier,8,game,3,6,Agent_4,Agent_8,5.0,4.75,15.0,14.25,7.13,7.02,0.47533333333333333,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,8,game,3,6,Agent_6,Agent_3,5.0,4.45,15.0,13.350000000000001,6.68,6.07,0.4453333333333333,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game,3,6,Agent_1,Agent_2,5.0,4.1,15.0,12.299999999999999,6.15,5.68,0.41000000000000003,0.37866666666666665,False,5.68
Gemini 3.1 Pro,gemini,frontier,8,game,3,7,Agent_8,Agent_1,5.0,4.53,15.0,13.59,6.8,6.31,0.4533333333333333,0.42066666666666663,False,6.31
Gemini 3.1 Pro,gemini,frontier,8,game,3,7,Agent_4,Agent_5,5.0,4.05,15.0,12.149999999999999,6.07,5.91,0.4046666666666667,0.394,False,5.91
Gemini 3.1 Pro,gemini,frontier,8,game,3,7,Agent_7,Agent_6,5.0,4.03,15.0,12.09,6.05,5.47,0.4033333333333333,0.36466666666666664,False,5.47
Gemini 3.1 Pro,gemini,frontier,8,game,3,7,Agent_3,Agent_2,5.0,4.62,15.0,13.86,6.93,6.9,0.46199999999999997,0.46,False,6.9
Gemini 3.1 Pro,gemini,frontier,8,game,3,8,Agent_5,Agent_4,5.0,4.67,15.0,14.01,7.01,6.07,0.4673333333333333,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game,3,8,Agent_2,Agent_7,5.0,4.36,15.0,13.080000000000002,6.54,5.68,0.436,0.37866666666666665,False,5.68
Gemini 3.1 Pro,gemini,frontier,8,game,3,8,Agent_6,Agent_3,5.0,4.13,15.0,12.39,6.2,5.24,0.41333333333333333,0.34933333333333333,False,5.24
Gemini 3.1 Pro,gemini,frontier,8,game,3,8,Agent_1,Agent_8,5.0,4.06,15.0,12.18,6.09,5.61,0.40599999999999997,0.374,False,5.61
Gemini 3.1 Pro,gemini,frontier,8,game,3,9,Agent_2,Agent_7,5.0,4.67,15.0,14.01,7.01,7.0,0.4673333333333333,0.4666666666666667,False,7.0
Gemini 3.1 Pro,gemini,frontier,8,game,3,9,Agent_5,Agent_6,5.0,4.57,15.0,13.71,6.85,5.9,0.45666666666666667,0.39333333333333337,False,5.9
Gemini 3.1 Pro,gemini,frontier,8,game,3,9,Agent_1,Agent_4,5.0,4.06,15.0,12.18,6.09,6.07,0.40599999999999997,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game,3,9,Agent_8,Agent_3,5.0,4.38,15.0,13.14,6.57,5.66,0.438,0.37733333333333335,False,5.66
Gemini 3.1 Pro,gemini,frontier,8,game,3,10,Agent_4,Agent_8,5.0,4.64,15.0,13.919999999999998,6.96,6.46,0.464,0.43066666666666664,False,6.46
Gemini 3.1 Pro,gemini,frontier,8,game,3,10,Agent_7,Agent_1,5.0,4.06,15.0,12.18,6.09,5.21,0.40599999999999997,0.3473333333333333,False,5.21
Gemini 3.1 Pro,gemini,frontier,8,game,3,10,Agent_6,Agent_5,5.0,4.29,15.0,12.870000000000001,6.44,5.86,0.42933333333333334,0.39066666666666666,False,5.86
Gemini 3.1 Pro,gemini,frontier,8,game,3,10,Agent_3,Agent_2,5.0,4.93,15.0,14.79,7.4,7.02,0.49333333333333335,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,8,game,4,1,Agent_8,Agent_2,5.0,4.42,15.0,13.26,6.34,5.52,0.42266666666666663,0.368,False,5.52
Gemini 3.1 Pro,gemini,frontier,8,game,4,1,Agent_5,Agent_1,5.0,4.87,15.0,14.61,7.37,7.01,0.49133333333333334,0.4673333333333333,False,7.01
Gemini 3.1 Pro,gemini,frontier,8,game,4,1,Agent_7,Agent_4,5.0,4.87,15.0,14.61,7.31,6.34,0.4873333333333333,0.42266666666666663,False,6.34
Gemini 3.1 Pro,gemini,frontier,8,game,4,1,Agent_6,Agent_3,5.0,4.58,15.0,13.74,6.66,5.9,0.444,0.39333333333333337,False,5.9
Gemini 3.1 Pro,gemini,frontier,8,game,4,2,Agent_1,Agent_8,5.0,4.54,15.0,13.620000000000001,6.81,6.65,0.45399999999999996,0.44333333333333336,False,6.65
Gemini 3.1 Pro,gemini,frontier,8,game,4,2,Agent_2,Agent_6,5.0,4.22,15.0,12.66,6.33,5.83,0.422,0.38866666666666666,False,5.83
Gemini 3.1 Pro,gemini,frontier,8,game,4,2,Agent_3,Agent_7,5.0,4.31,15.0,12.93,6.46,5.7,0.43066666666666664,0.38,False,5.7
Gemini 3.1 Pro,gemini,frontier,8,game,4,2,Agent_4,Agent_5,5.0,4.09,15.0,12.27,6.14,5.46,0.4093333333333333,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game,4,3,Agent_4,Agent_3,5.0,4.14,15.0,12.419999999999998,6.21,5.3,0.414,0.35333333333333333,False,5.3
Gemini 3.1 Pro,gemini,frontier,8,game,4,3,Agent_7,Agent_8,5.0,4.22,15.0,12.66,6.33,6.04,0.422,0.4026666666666667,False,6.04
Gemini 3.1 Pro,gemini,frontier,8,game,4,3,Agent_5,Agent_2,5.0,4.98,15.0,14.940000000000001,7.47,6.99,0.498,0.466,False,6.99
Gemini 3.1 Pro,gemini,frontier,8,game,4,3,Agent_1,Agent_6,5.0,4.57,15.0,13.71,6.86,6.69,0.45733333333333337,0.446,False,6.69
Gemini 3.1 Pro,gemini,frontier,8,game,4,4,Agent_2,Agent_1,5.0,4.76,15.0,14.28,7.14,6.9,0.476,0.46,False,6.9
Gemini 3.1 Pro,gemini,frontier,8,game,4,4,Agent_3,Agent_7,5.0,4.22,15.0,12.66,6.33,5.54,0.422,0.36933333333333335,False,5.54
Gemini 3.1 Pro,gemini,frontier,8,game,4,4,Agent_6,Agent_4,5.0,4.72,15.0,14.16,7.08,6.84,0.47200000000000003,0.456,False,6.84
Gemini 3.1 Pro,gemini,frontier,8,game,4,4,Agent_8,Agent_5,5.0,4.1,15.0,12.299999999999999,6.15,5.48,0.41000000000000003,0.36533333333333334,False,5.48
Gemini 3.1 Pro,gemini,frontier,8,game,4,5,Agent_2,Agent_3,5.0,4.45,15.0,13.350000000000001,6.68,6.64,0.4453333333333333,0.44266666666666665,False,6.64
Gemini 3.1 Pro,gemini,frontier,8,game,4,5,Agent_7,Agent_8,5.0,4.38,15.0,13.14,6.57,5.76,0.438,0.384,False,5.76
Gemini 3.1 Pro,gemini,frontier,8,game,4,5,Agent_6,Agent_5,5.0,4.03,15.0,12.09,6.05,5.5,0.4033333333333333,0.36666666666666664,False,5.5
Gemini 3.1 Pro,gemini,frontier,8,game,4,5,Agent_1,Agent_4,5.0,4.86,15.0,14.580000000000002,7.29,6.32,0.486,0.42133333333333334,False,6.32
Gemini 3.1 Pro,gemini,frontier,8,game,4,6,Agent_5,Agent_7,5.0,4.99,15.0,14.97,7.49,6.63,0.49933333333333335,0.442,False,6.63
Gemini 3.1 Pro,gemini,frontier,8,game,4,6,Agent_4,Agent_2,5.0,4.3,15.0,12.899999999999999,6.45,5.94,0.43,0.396,False,5.94
Gemini 3.1 Pro,gemini,frontier,8,game,4,6,Agent_3,Agent_1,5.0,4.67,15.0,14.01,7.01,6.16,0.4673333333333333,0.4106666666666667,False,6.16
Gemini 3.1 Pro,gemini,frontier,8,game,4,6,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,6.78,6.16,0.452,0.4106666666666667,False,6.16
Gemini 3.1 Pro,gemini,frontier,8,game,4,7,Agent_2,Agent_5,5.0,4.59,15.0,13.77,6.89,6.88,0.4593333333333333,0.45866666666666667,False,6.88
Gemini 3.1 Pro,gemini,frontier,8,game,4,7,Agent_8,Agent_6,5.0,4.26,15.0,12.78,6.39,5.87,0.426,0.39133333333333337,False,5.87
Gemini 3.1 Pro,gemini,frontier,8,game,4,7,Agent_1,Agent_7,5.0,4.03,15.0,12.09,6.05,5.06,0.4033333333333333,0.3373333333333333,False,5.06
Gemini 3.1 Pro,gemini,frontier,8,game,4,7,Agent_4,Agent_3,5.0,4.8,15.0,14.399999999999999,7.2,6.79,0.48000000000000004,0.45266666666666666,False,6.79
Gemini 3.1 Pro,gemini,frontier,8,game,4,8,Agent_5,Agent_1,5.0,4.7,15.0,14.100000000000001,7.05,6.72,0.47,0.448,False,6.72
Gemini 3.1 Pro,gemini,frontier,8,game,4,8,Agent_7,Agent_2,5.0,4.59,15.0,13.77,6.89,6.7,0.4593333333333333,0.44666666666666666,False,6.7
Gemini 3.1 Pro,gemini,frontier,8,game,4,8,Agent_6,Agent_4,5.0,4.84,15.0,14.52,7.26,6.64,0.484,0.44266666666666665,False,6.64
Gemini 3.1 Pro,gemini,frontier,8,game,4,8,Agent_3,Agent_8,5.0,4.52,15.0,13.559999999999999,6.78,6.78,0.452,0.452,False,6.78
Gemini 3.1 Pro,gemini,frontier,8,game,4,9,Agent_7,Agent_6,5.0,4.18,15.0,12.54,6.27,5.65,0.418,0.3766666666666667,False,5.65
Gemini 3.1 Pro,gemini,frontier,8,game,4,9,Agent_5,Agent_4,5.0,4.65,15.0,13.950000000000001,6.98,6.79,0.4653333333333334,0.45266666666666666,False,6.79
Gemini 3.1 Pro,gemini,frontier,8,game,4,9,Agent_1,Agent_3,5.0,4.67,15.0,14.01,7.01,6.37,0.4673333333333333,0.4246666666666667,False,6.37
Gemini 3.1 Pro,gemini,frontier,8,game,4,9,Agent_8,Agent_2,5.0,4.51,15.0,13.53,6.77,6.7,0.4513333333333333,0.44666666666666666,False,6.7
Gemini 3.1 Pro,gemini,frontier,8,game,4,10,Agent_4,Agent_8,5.0,4.31,15.0,12.93,6.47,6.16,0.4313333333333333,0.4106666666666667,False,6.16
Gemini 3.1 Pro,gemini,frontier,8,game,4,10,Agent_6,Agent_7,5.0,4.44,15.0,13.32,6.66,6.47,0.444,0.4313333333333333,False,6.47
Gemini 3.1 Pro,gemini,frontier,8,game,4,10,Agent_3,Agent_5,5.0,4.76,15.0,14.28,7.14,6.34,0.476,0.42266666666666663,False,6.34
Gemini 3.1 Pro,gemini,frontier,8,game,4,10,Agent_2,Agent_1,5.0,4.79,15.0,14.370000000000001,7.19,6.89,0.47933333333333333,0.4593333333333333,False,6.89
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,1,Agent_4,Agent_5,2.0,1.62,6.0,4.86,2.43,1.52,0.405,0.25333333333333335,True,4.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,1,Agent_6,Agent_7,5.0,4.11,15.0,12.330000000000002,6.16,5.94,0.4106666666666667,0.396,False,5.94
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,1,Agent_1,Agent_8,5.0,4.54,15.0,13.620000000000001,6.81,6.1,0.45399999999999996,0.4066666666666666,False,6.1
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,1,Agent_2,Agent_3,5.0,4.05,15.0,12.149999999999999,5.6,5.29,0.3733333333333333,0.3526666666666667,False,5.29
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,2,Agent_3,Agent_1,5.0,4.07,15.0,12.21,6.1,5.91,0.4066666666666666,0.394,False,5.91
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,2,Agent_7,Agent_4,5.0,4.95,15.0,14.850000000000001,7.4,7.39,0.49333333333333335,0.49266666666666664,False,7.39
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,2,Agent_5,Agent_2,1.67,1.3,5.01,3.9000000000000004,1.95,1.14,0.38922155688622756,0.2275449101796407,True,4.47
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,2,Agent_8,Agent_6,5.0,4.44,15.0,13.32,6.66,6.15,0.444,0.41000000000000003,False,6.15
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,3,Agent_3,Agent_8,5.0,4.47,15.0,13.41,6.71,6.2,0.4473333333333333,0.41333333333333333,False,6.2
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,3,Agent_4,Agent_6,5.0,4.16,15.0,12.48,6.24,5.92,0.41600000000000004,0.39466666666666667,False,5.92
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,3,Agent_7,Agent_2,5.0,4.09,15.0,12.27,6.14,5.99,0.4093333333333333,0.3993333333333334,False,5.99
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,3,Agent_5,Agent_1,5.0,4.76,15.0,14.28,7.14,6.58,0.476,0.43866666666666665,False,6.58
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,4,Agent_2,Agent_4,5.0,4.81,15.0,14.43,7.22,6.85,0.48133333333333334,0.45666666666666667,False,6.85
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,4,Agent_8,Agent_7,5.0,4.27,15.0,12.809999999999999,6.41,5.46,0.42733333333333334,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,4,Agent_6,Agent_3,5.0,4.63,15.0,13.89,6.95,6.22,0.4633333333333333,0.41466666666666663,False,6.22
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,4,Agent_1,Agent_5,5.0,4.0,15.0,12.0,6.0,5.69,0.4,0.37933333333333336,False,5.69
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,5,Agent_4,Agent_1,5.0,4.61,15.0,13.830000000000002,6.92,6.62,0.4613333333333333,0.44133333333333336,False,6.62
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,5,Agent_8,Agent_2,5.0,4.86,15.0,14.580000000000002,7.29,7.12,0.486,0.4746666666666667,False,7.12
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,5,Agent_3,Agent_6,5.0,4.51,15.0,13.53,6.76,5.81,0.45066666666666666,0.3873333333333333,False,5.81
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,5,Agent_7,Agent_5,5.0,4.78,15.0,14.34,7.17,6.32,0.478,0.42133333333333334,False,6.32
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,6,Agent_2,Agent_3,5.0,4.88,15.0,14.64,7.32,7.2,0.48800000000000004,0.48000000000000004,False,7.2
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,6,Agent_1,Agent_4,5.0,4.58,15.0,13.74,6.87,6.02,0.458,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,6,Agent_6,Agent_7,5.0,4.67,15.0,14.01,7.01,6.58,0.4673333333333333,0.43866666666666665,False,6.58
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,6,Agent_5,Agent_8,5.0,4.77,15.0,14.309999999999999,7.16,6.33,0.47733333333333333,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,7,Agent_5,Agent_6,5.0,4.52,15.0,13.559999999999999,6.78,6.23,0.452,0.4153333333333334,False,6.23
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,7,Agent_7,Agent_1,5.0,4.18,15.0,12.54,6.27,5.31,0.418,0.354,False,5.31
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,7,Agent_3,Agent_4,5.0,4.69,15.0,14.07,7.04,6.74,0.4693333333333333,0.44933333333333336,False,6.74
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,7,Agent_2,Agent_8,5.0,4.85,15.0,14.549999999999999,7.28,7.22,0.48533333333333334,0.48133333333333334,False,7.22
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,8,Agent_1,Agent_3,5.0,4.26,15.0,12.78,6.39,6.29,0.426,0.41933333333333334,False,6.29
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,8,Agent_6,Agent_2,5.0,4.67,15.0,14.01,7.01,7.0,0.4673333333333333,0.4666666666666667,False,7.0
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,8,Agent_8,Agent_7,5.0,4.79,15.0,14.370000000000001,7.19,6.7,0.47933333333333333,0.44666666666666666,False,6.7
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,8,Agent_4,Agent_5,5.0,4.11,15.0,12.330000000000002,6.17,5.48,0.41133333333333333,0.36533333333333334,False,5.48
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,9,Agent_8,Agent_1,5.0,4.78,15.0,14.34,7.17,7.14,0.478,0.476,False,7.14
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,9,Agent_2,Agent_5,5.0,4.84,15.0,14.52,7.26,6.57,0.484,0.438,False,6.57
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,9,Agent_7,Agent_3,5.0,4.36,15.0,13.080000000000002,6.54,6.37,0.436,0.4246666666666667,False,6.37
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,9,Agent_4,Agent_6,5.0,4.93,15.0,14.79,7.4,6.79,0.49333333333333335,0.45266666666666666,False,6.79
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,10,Agent_5,Agent_8,5.0,4.53,15.0,13.59,6.8,6.6,0.4533333333333333,0.44,False,6.6
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,10,Agent_1,Agent_2,5.0,4.29,15.0,12.870000000000001,6.44,5.93,0.42933333333333334,0.3953333333333333,False,5.93
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,10,Agent_6,Agent_4,5.0,4.03,15.0,12.09,6.05,5.87,0.4033333333333333,0.39133333333333337,False,5.87
Gemini 3.1 Pro,gemini,frontier,8,game_myth,0,10,Agent_3,Agent_7,5.0,4.99,15.0,14.97,7.49,7.12,0.49933333333333335,0.4746666666666667,False,7.12
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,1,Agent_6,Agent_2,5.0,4.77,15.0,14.309999999999999,7.15,6.51,0.4766666666666667,0.434,False,6.51
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,1,Agent_3,Agent_8,5.0,4.12,15.0,12.36,6.18,5.77,0.412,0.38466666666666666,False,5.77
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,1,Agent_1,Agent_5,2.0,1.23,6.0,3.69,0.0,0.0,0.0,0.0,True,3.0
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,1,Agent_7,Agent_4,5.0,4.26,15.0,12.78,6.0,5.59,0.4,0.37266666666666665,False,5.59
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,2,Agent_2,Agent_7,5.0,4.49,15.0,13.47,6.74,6.14,0.44933333333333336,0.4093333333333333,False,6.14
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,2,Agent_8,Agent_1,5.0,4.32,15.0,12.96,6.48,5.52,0.43200000000000005,0.368,False,5.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,2,Agent_4,Agent_6,5.0,4.66,15.0,13.98,7.0,6.49,0.4666666666666667,0.4326666666666667,False,6.49
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,2,Agent_5,Agent_3,5.0,4.63,15.0,13.89,6.95,6.34,0.4633333333333333,0.42266666666666663,False,6.34
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,3,Agent_8,Agent_6,5.0,4.49,15.0,13.47,6.74,6.44,0.44933333333333336,0.42933333333333334,False,6.44
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,3,Agent_5,Agent_2,5.0,4.3,15.0,12.899999999999999,6.45,6.09,0.43,0.40599999999999997,False,6.09
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,3,Agent_1,Agent_3,5.0,4.06,15.0,12.18,6.09,5.81,0.40599999999999997,0.3873333333333333,False,5.81
